bodytype,brand,mileage,color,engine,complectation,tax,transmission,drive,wheel,owners,customs,pts,year,price
Кузоввнедорожник 5 дв.,Audi Q7 45 TDI II (4M) Рестайлинг,Пробег9 807 км,Цветсеребристый,Двигатель3.0 л / 249 л.с. / Дизель,КомплектацияBusiness 45 TDI quattro tiptronic,Налог20 543 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2021,8 999 000 ₽Смотреть статистику цен
Кузовуниверсал 5 дв.,Audi RS 6 III (C7) Рестайлинг,Пробег32 000 км,Цветсерый,Двигатель4.0 л / 605 л.с. / Бензин,,Налог181 500 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы2 владельца,ТаможняРастаможен,ПТСОригинал,год выпуска2017,7 000 000 ₽Смотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q5 I (8R) Рестайлинг,Пробег178 000 км,Цветчёрный,Двигатель2.0 л / 177 л.с. / Дизель,Комплектация27 опций,Налог8 850 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2012,1 575 000 ₽Смотреть статистику цен
Кузовседан,Audi 100 IV (C4),Пробег474 972 км,Цветзелёный,Двигатель2.3 л / 133 л.с. / Бензин,,Налог4 655 ₽ / год,Коробкамеханическая,Приводпередний,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска1992,115 000 ₽Смотреть статистику цен
Кузовседан,Audi A6 III (C6),Пробег280 000 км,Цветсерый,Двигатель3.1 л / 249 л.с. / Бензин,Комплектация46 опций,Налог18 675 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2007,630 000 ₽Смотреть статистику цен
Кузовседан,Audi A6 III (C6) Рестайлинг,Пробег199 000 км,Цветчёрный,Двигатель2.8 л / 220 л.с. / Бензин,,Налог16 500 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСДубликат,год выпуска2008,650 000 ₽Смотреть статистику цен
Кузовлифтбек,Audi A7 I (4G) Рестайлинг,Пробег65 000 км,Цветчёрный,Двигатель2.0 л / 249 л.с. / Бензин,КомплектацияComfort,Налог13 695 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2017,3 090 000 ₽Смотреть статистику цен
Кузовлифтбек,Audi S5 I (8T),Пробег183 747 км,Цветчёрный,Двигатель3.0 л / 333 л.с. / Бензин,Комплектация28 опций,Налог49 950 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2010,1 250 000 ₽Смотреть статистику цен
Кузовседан,Audi A3 III (8V) Рестайлинг,Пробег50 400 км,Цветбелый,Двигатель1.4 л / 150 л.с. / Бензин,КомплектацияSport,Налог5 250 ₽ / год,Коробкароботизированная,Приводпередний,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2018,1 600 000 ₽Смотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q7 II (4M),Пробег184 826 км,Цветчёрный,Двигатель3.0 л / 249 л.с. / Дизель,Комплектация15 опций,Налог18 675 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2016,3 289 000 ₽Отличная ценаСмотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q3 I (8U) Рестайлинг,Пробег66 790 км,Цветчёрный,Двигатель2.0 л / 180 л.с. / Бензин,КомплектацияSport,Налог9 000 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы2 владельца,ТаможняРастаможен,ПТСОригинал,год выпуска2017,2 399 000 ₽от 2 275 000 ₽ со скидками
Кузоввнедорожник 5 дв.,Audi Q7 II (4M),Пробег139 000 км,Цветчёрный,Двигатель3.0 л / 249 л.с. / Дизель,Комплектация96 опций,Налог18 675 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСДубликат,год выпуска2016,3 980 000 ₽Смотреть статистику цен
Кузовуниверсал 5 дв.,Audi A6 allroad III (C7) Рестайлинг,Пробег102 749 км,Цветчёрный,Двигатель3.0 л / 333 л.с. / Бензин,КомплектацияBasis,Налог49 950 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2016,2 469 000 ₽Отличная ценаСмотреть статистику цен
